PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/E0771/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6.78-4	chr10	15412769	15414063	+	7649	NA	Intergenic	Lx7|LINE|L1	-378361	NR_131087	77538	Mm.128235	NR_131087	ENSMUSG00000112227	C330004P14Rik	-	RIKEN cDNA C330004P14 gene	ncRNA
5.93-10	chr8	52413806	52414800	+	7648	NA	Intergenic	Intergenic	57692	NR_151738	330767	Mm.246790	NR_151738	ENSMUSG00000110013	1190028D05Rik	-	RIKEN cDNA 1190028D05 gene	ncRNA
7.8-4	chr3	51215738	51217512	+	7647	NA	Intergenic	Intergenic	-7822	NM_009834	12457	Mm.86541	NM_009834	ENSMUSG00000023087	Noct	AU043840|Ccr4|Ccrn4l	nocturnin	protein-coding
6.73-5	chr7	144407675	144408562	+	7646	NA	intron (NM_001081370, intron 9 of 10)	intron (NM_001081370, intron 9 of 10)	62817	NM_001252572	13043	Mm.205601	NM_007803	ENSMUSG00000031078	Cttn	1110020L01Rik|Ems1	cortactin	protein-coding
9.71-5	chr16	96327898	96329917	+	7645	NA	Intergenic	Intergenic	-32850	NM_001177887	72058	Mm.119714	NM_028078	ENSMUSG00000000159	Igsf5	2010003D20Rik|JCAM|Jam4	immunoglobulin superfamily, member 5	protein-coding
20.0-2	chr2	28010678	28011054	+	7644	NA	intron (NM_015734, intron 46 of 65)	intron (NM_015734, intron 46 of 65)	74012	NM_010190	14134	Mm.182935	NM_010190	ENSMUSG00000026835	Fcnb	Fcn2	ficolin B	protein-coding
5.67-4	chr2	94589107	94590301	+	7643	NA	Intergenic	Intergenic	-151518	NM_007466	11800	Mm.181824	NM_007466	ENSMUSG00000027193	Api5	AAC-11|AI196452|API-5	apoptosis inhibitor 5	protein-coding
29.48-2	chr13	56380965	56381474	+	7642	NA	Intergenic	Intergenic	18319	NR_046061	100038494	Mm.370447	NR_046061	ENSMUSG00000074885	Gm10782	-	predicted gene 10782	ncRNA
7.0	chrX	13669748	13670516	+	7641	NA	intron (NM_009806, intron 5 of 24)	Lx7|LINE|L1	8769	NM_175669	319200	Mm.383294	NM_175669	ENSMUSG00000047678	Gpr82	-	G protein-coupled receptor 82	protein-coding
9.08-5	chr10	19210900	19211240	+	7640	NA	Intergenic	L1VL4|LINE|L1	43832	NR_038022	100504265	Mm.383417	NR_038021		Gm20139	-	predicted gene, 20139	ncRNA
20.29-2	chr8	77594177	77594671	+	7639	NA	Intergenic	RLTR30D2_MM|LTR|ERV1	16229	NM_145599	234463	Mm.273578	NM_145599	ENSMUSG00000031617	Tmem184c	8430433H16Rik|AI645453|AL033298|BC004056|Tmem34	transmembrane protein 184C	protein-coding
7.08-4	chr3	11989910	11993209	+	7638	NA	Intergenic	Lx8|LINE|L1	-147200	NR_040751	100038545	Mm.388494	NR_040751	ENSMUSG00000104015	Gm10745	-	predicted gene 10745	ncRNA
13.32-4	chr19	6441014	6442379	+	7637	NA	intron (NM_001369363, intron 2 of 22)	intron (NM_001369363, intron 2 of 22)	22940	NM_001369363	18190	Mm.329616	NM_020253	ENSMUSG00000033768	Nrxn2	6430591O13Rik|mKIAA0921	neurexin II	protein-coding
15.37	chr8	67057319	67058323	+	7636	NA	Intergenic	Intergenic	197604	NM_001163564	234344	Mm.334561	NM_001163564	ENSMUSG00000014907	Naf1	Gm174	nuclear assembly factor 1 ribonucleoprotein	protein-coding
12.08-4	chr8	69883452	69885042	+	7635	NA	intron (NM_026818, intron 5 of 7)	intron (NM_026818, intron 5 of 7)	3145	NM_026818	68709	Mm.334584	NM_026818	ENSMUSG00000044006	Cilp2	1110031K21Rik|AA407300|CLIP-2	cartilage intermediate layer protein 2	protein-coding
14.43-3	chr14	106238243	106239234	+	7634	NA	Intergenic	MTA_Mm|LTR|ERVL-MaLR	132540	NR_073203	212085	Mm.78128	NM_198601	ENSMUSG00000022113	Trim52	4921513B05Rik	tripartite motif-containing 52	protein-coding
17.66-3	chr3	116315160	116316205	+	7633	NA	intron (NM_001080818, intron 10 of 15)	intron (NM_001080818, intron 10 of 15)	38562	NM_001355646	229776	Mm.17647	NM_001080818	ENSMUSG00000033502	Cdc14a	A830059A17Rik|CDC14A2|CDC14a1|Cdc14	CDC14 cell division cycle 14A	protein-coding
5.83-5	chr17	66235379	66235902	+	7632	NA	Intergenic	Intergenic	112120	NM_001348292	320209	Mm.259605	NM_001003919	ENSMUSG00000035842	Ddx11	4732462I11Rik|CHL1|CHLR1|KRG2|essa15a	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	protein-coding
7.57-7	chr6	120069568	120070990	+	7631	NA	Intergenic	RMER13B|LTR|ERVK	-23101	NM_016718	29862	Mm.103668	NM_016718	ENSMUSG00000041377	Ninj2	-	ninjurin 2	protein-coding
7.92-7	chr3	159533138	159533832	+	7630	NA	Intergenic	Intergenic	38052	NM_001172093	76131	Mm.371655	NM_029523	ENSMUSG00000028175	Depdc1a	5830484J08Rik|Depdc1	DEP domain containing 1a	protein-coding
40.03	chr7	119020373	119020806	+	7629	NA	Intergenic	MER2|DNA|TcMar-Tigger	-25378	NM_001195774	64297	Mm.103439	NM_022420	ENSMUSG00000008734	Gprc5b	AW125761|Raig2	G protein-coupled receptor, family C, group 5, member B	protein-coding
7.97-14	chr11	4217653	4218614	+	7628	NA	promoter-TSS (NM_028022)	promoter-TSS (NM_028022)	-92	NM_028022	71962	Mm.7852	NM_028022	ENSMUSG00000020424	Castor1	2410008K03Rik|Gatsl3	cytosolic arginine sensor for mTORC1 subunit 1	protein-coding
9.9-5	chr14	19035846	19036504	+	7627	NA	Intergenic	Intergenic	-141908	NM_001360327	218793	Mm.23551	NM_144839	ENSMUSG00000058317	Ube2e2	BC016265	ubiquitin-conjugating enzyme E2E 2	protein-coding
5.01-7	chr10	47601086	47601428	+	7626	NA	Intergenic	Lx8b|LINE|L1	1356509	NR_028274	100302593		NR_028274	ENSMUSG00000095118	Snord14d	Gm23710	small nucleolar RNA, C/D box 14D	snoRNA
26.92	chr1	15765793	15766860	+	7625	NA	Intergenic	L1Md_F2|LINE|L1	-39320	NR_152944	21749	Mm.4306	NM_009352	ENSMUSG00000025925	Terf1	Pin2|Trbf1|Trf1	telomeric repeat binding factor 1	protein-coding
7.97-13	chr13	53722212	53722570	+	7624	NA	Intergenic	MTC|LTR|ERVL-MaLR	73806	NR_131010	75252	Mm.401989	NR_131010	ENSMUSG00000113329	4930555G21Rik	-	RIKEN cDNA 4930555G21 gene	ncRNA
6.26-3	chr17	17842681	17843674	+	7623	NA	TTS (NM_008215)	TTS (NM_008215)	12011	NM_008215	15116	Mm.255701	NM_008215	ENSMUSG00000003665	Has1	HAS	hyaluronan synthase 1	protein-coding
11.87-6	chr5	41293914	41295456	+	7622	NA	Intergenic	RMER5|LTR|ERV1	413006	NM_001310592	100972	Mm.41555	NM_027295	ENSMUSG00000029128	Rab28	2700023P08Rik|AW496496	RAB28, member RAS oncogene family	protein-coding
30.3	chr7	117041266	117041701	+	7621	NA	Intergenic	Intergenic	-339496	NM_175645	233781	Mm.461427	NM_175645	ENSMUSG00000030657	Xylt1	8030490L12	xylosyltransferase 1	protein-coding
33.46	chr7	90778517	90779459	+	7620	NA	Intergenic	Intergenic	-302993	NM_026734	68472	Mm.289791	NM_026734	ENSMUSG00000030614	Tmem126b	1110001A23Rik	transmembrane protein 126B	protein-coding
6.66-9	chrX	73817612	73818466	+	7619	NA	intron (NM_001029868, intron 1 of 7)	MIR|SINE|MIR	6930	NM_001290540	245469	Mm.103782	NM_001029868	ENSMUSG00000002006	Pdzd4	B230341P03|D130075J17Rik|Kiaa1444-hp|LU1|PDZRN4L|Pdzk4|Pdzrnk4l|Xlu	PDZ domain containing 4	protein-coding
5.89-12	chr11	104232275	104233112	+	7618	NA	intron (NM_001038609, intron 1 of 11)	CpG	1257	NM_001285455	17762	Mm.1287	NM_010838	ENSMUSG00000018411	Mapt	AI413597|AW045860|Mtapt|Tau	microtubule-associated protein tau	protein-coding
7.99-12	chr16	54308441	54309561	+	7617	NA	Intergenic	Intergenic	974236	NM_178720	239852	Mm.245045	NM_178720	ENSMUSG00000064310	Zpld1	9430016A21Rik	zona pellucida like domain containing 1	protein-coding
6.31-7	chr15	50699674	50701022	+	7616	NA	intron (NM_001310481, intron 4 of 5)	intron (NM_001310481, intron 4 of 5)	188701	NM_001310485	83925	Mm.30466	NM_032000	ENSMUSG00000038679	Trps1	AI115454|AI447310|D15Ertd586e	transcriptional repressor GATA binding 1	protein-coding
7.97-12	chr2	126252740	126253479	+	7615	NA	Intergenic	Intergenic	100968	NM_026981	69185	Mm.29019	NM_026981	ENSMUSG00000023330	Dtwd1	1810033A06Rik	DTW domain containing 1	protein-coding
7.76-5	chr2	167076114	167077112	+	7614	NA	Intergenic	Intergenic	11320	NR_028540	100217443		NR_028540		Snord12	MBII-99	small nucleolar RNA, C/D box 12	snoRNA
18.84-4	chr2	115556347	115557005	+	7613	NA	Intergenic	Intergenic	-25040	NM_207264	399568	Mm.134929	NM_207264	ENSMUSG00000040282	BC052040	-	cDNA sequence BC052040	protein-coding
6.83-2	chr2	80515234	80518792	+	7612	NA	intron (NM_001355410, intron 25 of 31)	intron (NM_001355410, intron 25 of 31)	64169	NM_001355410	50884	Mm.25203	NM_016965	ENSMUSG00000027002	Nckap1	C79304|H19|Hem-2|Hem2|Nap1|mKIAA0587|mh19|p125Nap1	NCK-associated protein 1	protein-coding
10.98-4	chr6	140469433	140470494	+	7611	NA	intron (NM_144920, intron 3 of 30)	intron (NM_144920, intron 3 of 30)	45864	NM_144920	109135	Mm.247670	NM_144920	ENSMUSG00000030231	Plekha5	2810431N21Rik|AI428202|AK129423|AMH-Cre|Ayu21-9|Gt(pU21)9Imeg|Pepp2|Tg(AMH-cre)1Flor	pleckstrin homology domain containing, family A member 5	protein-coding
11.84-6	chr11	71050928	71053810	+	7610	NA	Intergenic	RMER21A|LTR|ERV1	-18752	NM_134022	103712	Mm.27768	NM_134022	ENSMUSG00000018451	6330403K07Rik	AI415455|AV161034|UGS148	RIKEN cDNA 6330403K07 gene	protein-coding
12.98-2	chr9	17242197	17243295	+	7609	NA	Intergenic	Lx5c|LINE|L1	-740692	NM_001080814	270120	Mm.195010	NM_001080814	ENSMUSG00000074505	Fat3	9430076A06Rik|D430038H04Rik|Gm1132|Gm510|MFAT3F	FAT atypical cadherin 3	protein-coding
9.76-4	chr2	138099229	138099949	+	7608	NA	Intergenic	Intergenic	-156995	NM_001025431	228662	Mm.153405	NM_145534	ENSMUSG00000062098	Btbd3	mKIAA0952	BTB (POZ) domain containing 3	protein-coding
13.96-4	chr3	56952148	56952517	+	7607	NA	Intergenic	Intergenic	349656	NM_001355130	17112	Mm.856	NM_008536	ENSMUSG00000027800	Tm4sf1	L6|M3s1	transmembrane 4 superfamily member 1	protein-coding
12.68-4	chr15	62033154	62033643	+	7606	NA	Intergenic	Intergenic	-4588	NR_003368	19296	Mm.4608	NM_011222	ENSMUSG00000097039	Pvt1	Ayu21-84Imeg|Gt(pU21)84Imeg|Mis-1|Mlvi-1|Pvt-1	Pvt1 oncogene	ncRNA
9.94-7	chr3	86824616	86825401	+	7605	NA	intron (NM_001195500, intron 4 of 11)	intron (NM_001195500, intron 4 of 11)	95876	NM_001195497	70762	Mm.44490	NM_027539	ENSMUSG00000028078	Dclk2	6330415M09Rik|AU044875|CL2|CLICK2|Click-II|Dcamkl2	doublecortin-like kinase 2	protein-coding
41.66-2	chr3	142424098	142424802	+	7604	NA	Intergenic	B4|SINE|B4	-28754	NM_001190854	56376	Mm.117709	NM_019808	ENSMUSG00000028273	Pdlim5	1110001A05Rik|AI987914|C87059|Enh|Enh1|Enh2|Enh3|LIM	PDZ and LIM domain 5	protein-coding
9.91-6	chr18	66161111	66161455	+	7603	NA	intron (NM_178793, intron 2 of 10)	intron (NM_178793, intron 2 of 10)	58050	NR_030467	751558		NR_030467	ENSMUSG00000076147	Mir694	Mirn694|mir-694|mmu-mir-694	microRNA 694	ncRNA
9.91-7	chr7	26844836	26845198	+	7603	NA	Intergenic	Intergenic	9678	NM_007812	13087	Mm.389848	NM_007812	ENSMUSG00000005547	Cyp2a5	CYPIIA5|Coh|Cyp15a2	cytochrome P450, family 2, subfamily a, polypeptide 5	protein-coding
28.23-3	chr1	94169573	94169906	+	7602	NA	Intergenic	Intergenic	-117186	NM_008798	18566	Mm.5024	NM_008798	ENSMUSG00000026285	Pdcd1	Ly101|PD-1|Pdc1	programmed cell death 1	protein-coding
16.02-2	chr12	41428307	41428571	+	7601	NA	intron (NM_053122, intron 4 of 6)	intron (NM_053122, intron 4 of 6)	57618	NM_001271709	16981	Mm.404786	NM_010733	ENSMUSG00000036295	Lrrn3	NLRR-3	leucine rich repeat protein 3, neuronal	protein-coding
5.88-8	chr13	114118793	114119376	+	7600	NA	intron (NM_172595, intron 4 of 4)	intron (NM_172595, intron 4 of 4)	32508	NR_045836	319803	Mm.386896	NM_177004	ENSMUSG00000114213	A430090L17Rik	-	RIKEN cDNA A430090L17 gene	ncRNA
13.88-5	chr7	99797853	99798189	+	7599	NA	Intergenic	Lx2B2|LINE|L1	30396	NM_016720	50877	Mm.103703	NM_016720	ENSMUSG00000035239	Neu3	-	neuraminidase 3	protein-coding
11.97-5	chr5	91298641	91299213	+	7598	NA	Intergenic	Intergenic	-15851	NR_040428	100503265	Mm.125059	NR_040428	ENSMUSG00000107198	Gm19619	-	predicted gene, 19619	ncRNA
15.73-6	chr13	70294267	70295043	+	7597	NA	Intergenic	MTC|LTR|ERVL-MaLR	61833	NR_036596	75086	Mm.390616	NR_036596	ENSMUSG00000113463	4930520P13Rik	-	RIKEN cDNA 4930520P13 gene	ncRNA
4.96-5	chr6	121051890	121052778	+	7596	NA	intron (NM_001270475, intron 1 of 31)	intron (NM_001270475, intron 1 of 31)	-12130	NR_138098	100043793	Mm.448053	NR_138098		Gm4651	-	predicted gene 4651	ncRNA
6.85	chr19	13524287	13527600	+	7595	NA	Intergenic	Intergenic	-3732	NM_207575	404339	Mm.391192	NM_207575	ENSMUSG00000095484	Olfr1480	MOR202-44	olfactory receptor 1480	protein-coding
11.95-9	chr11	28244960	28245309	+	7594	NA	Intergenic	L1_Mus2|LINE|L1	339190	NM_001346759	216613	Mm.93759	NM_181577	ENSMUSG00000032878	Ccdc85a	-	coiled-coil domain containing 85A	protein-coding
11.95-10	chr18	57880998	57882547	+	7594	NA	intron (NM_009194, intron 1 of 26)	intron (NM_009194, intron 1 of 26)	3094	NM_009194	20496	Mm.399997	NM_009194	ENSMUSG00000024597	Slc12a2	9330166H04Rik|Nkcc1|mBSC2|sy-ns	solute carrier family 12, member 2	protein-coding
13.03-5	chr14	112682231	112683420	+	7593	NA	Intergenic	Intergenic	1007710	NM_198865	75409	Mm.235097	NM_029273	ENSMUSG00000033214	Slitrk5	2610019D03Rik	SLIT and NTRK-like family, member 5	protein-coding
12.76-2	chr11	10149678	10151463	+	7592	NA	Intergenic	Intergenic	958628	NM_178259	268379	Mm.39270	NM_178259	ENSMUSG00000004668	Abca13	9830132L24|A930002G16Rik|AI956815	ATP-binding cassette, sub-family A (ABC1), member 13	protein-coding
71.61	chr1	74742206	74742553	+	7591	NA	intron (NM_153744, intron 10 of 13)	intron (NM_153744, intron 10 of 13)	6576	NM_153744	241113	Mm.166501	NM_153744	ENSMUSG00000006542	Prkag3	AMPKg3L|AMPKg3S|Amkg3|Ampkg3	protein kinase, AMP-activated, gamma 3 non-catalytic subunit	protein-coding
6.24	chr7	108555227	108556716	+	7590	NA	Intergenic	ETnERV-int|LTR|ERVK	9822	NM_001011858	258163	Mm.377367	NM_001011858	ENSMUSG00000060105	Olfr504	MOR40-15|MOR40-7P	olfactory receptor 504	protein-coding
9.84-7	chr13	19216835	19217166	+	7589	NA	Intergenic	Intergenic	178813	NM_001347485	76205	Mm.41940	NM_024270	ENSMUSG00000003062	Stard3nl	0610035N01Rik|6530409L22Rik|AW124774|MENTHO	STARD3 N-terminal like	protein-coding
9.84-6	chr2	127060161	127060466	+	7589	NA	exon (NM_175550, exon 17 of 21)	exon (NM_175550, exon 17 of 21)	-10344	NM_026678	109778	Mm.22028	NM_026678	ENSMUSG00000001999	Blvra	0610006A11Rik|2500001N03Rik|Blvr	biliverdin reductase A	protein-coding
58.05-2	chr15	82779141	82779509	+	7588	NA	Intergenic	Intergenic	14920	NM_029562	76279	Mm.439931	NM_029562	ENSMUSG00000022445	Cyp2d26	1300006E06Rik	cytochrome P450, family 2, subfamily d, polypeptide 26	protein-coding
4.58-3	chr16	56480990	56481945	+	7587	NA	intron (NM_001014422, intron 1 of 35)	B3|SINE|B2	3621	NM_001014422	320712	Mm.209236	NM_178790	ENSMUSG00000035258	Abi3bp	5033411B22Rik|AI506287|BG172926|D930038M13Rik|TARSH|eratin	ABI gene family, member 3 (NESH) binding protein	protein-coding
57.23	chr15	27828847	27829240	+	7586	NA	intron (NM_001081302, intron 27 of 56)	intron (NM_001081302, intron 27 of 56)	-147501	NM_198301	223433	Mm.266485	NM_198301	ENSMUSG00000056069	Otulinl	9830126M18|Fam105a	OTU deubiquitinase with linear linkage specificity like	protein-coding
6.55	chr8	71119824	71120527	+	7585	NA	Intergenic	Intergenic	-20194	NM_001324526	665858	Mm.411658	NM_001324526		Gm7827	EG665858	predicted gene 7827	protein-coding
4.5-2	chr6	52390756	52397413	+	7584	NA	Intergenic	Intergenic	-79252	NR_038163	70593	Mm.158412	NR_038163	ENSMUSG00000086126	Evx1os	5730457N03Rik|Evx1as	even skipped homeotic gene 1, opposite strand	ncRNA
25.82-2	chr15	54277287	54278518	+	7583	NA	intron (NM_008764, intron 1 of 4)	intron (NM_008764, intron 1 of 4)	582	NM_008764	18383	Mm.15383	NM_008764	ENSMUSG00000063727	Tnfrsf11b	OCIF|Opg|TR1	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	protein-coding
90.66	chr17	51534379	51534689	+	7582	NA	intron (NR_037264, intron 3 of 4)	intron (NR_037264, intron 3 of 4)	-86265	NR_046166	328837	Mm.236143	NR_046166	ENSMUSG00000117204	C330011F03Rik	C330011F03	RIKEN cDNA C330011F03 gene	ncRNA
11.48-9	chr16	97381151	97382587	+	7581	NA	intron (NM_019517, intron 1 of 8)	B3A|SINE|B2	25141	NM_019517	56175	Mm.97885	NM_019517	ENSMUSG00000040605	Bace2	1110059C24Rik|AEPLC|AI850424|ALP56|ARP1|ASP1|ASP21|BAE2|CDA13|CEAP1|DRAP	beta-site APP-cleaving enzyme 2	protein-coding
4.0	chr10	102627582	102629998	+	7580	NA	Intergenic	MTD|LTR|ERVL-MaLR	116568	NM_146240	237504	Mm.282672	NM_146240	ENSMUSG00000044921	Rassf9	AW322107|Pamci	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9	protein-coding
82.89	chr11	94929172	94929490	+	7579	NA	Intergenic	Intergenic	-6893	NM_007742	12842	Mm.277735	NM_007742	ENSMUSG00000001506	Col1a1	Col1a-1|Cola-1|Cola1|Mov-13|Mov13	collagen, type I, alpha 1	protein-coding
8.13-3	chr17	86496197	86503692	+	7578	NA	intron (NM_011104, intron 10 of 14)	intron (NM_011104, intron 10 of 14)	-212766	NR_045435	72104	Mm.443401	NR_045435	ENSMUSG00000100738	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA
34.01	chr2	174358482	174359136	+	7577	NA	Intergenic	Intergenic	28803	NM_201616	14683	Mm.125770	NM_010309	ENSMUSG00000027523	Gnas	5530400H20Rik|A930027G11Rik|C130027O20Rik|GPSA|GSP|Galphas|Gnas1|Gnasxl|Gs-alpha|Gsa|Nesp|Nesp55|Nespl|Oed-Sml|Oedsml|P1|P2|P3|PHP1A|PHP1B|POH|SCG6	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	protein-coding
7.96-8	chr12	87520844	87522154	+	7576	NA	Intergenic	Intergenic	7183	NM_001177565	666806	Mm.379796	NM_001177565	ENSMUSG00000079034	Gm8300	EG666806	predicted gene 8300	protein-coding
41.88	chr9	93126267	93126899	+	7575	NA	Intergenic	L1Md_F2|LINE|L1	-120850	NR_040756	78349	Mm.52612	NR_040756	ENSMUSG00000100294	1700034K08Rik	-	RIKEN cDNA 1700034K08 gene	ncRNA
25.78	chr6	148041548	148043093	+	7574	NA	Intergenic	L1_Mus1|LINE|L1	-5096	NM_001347516	330450	Mm.447274	NM_178797	ENSMUSG00000030303	Far2	A230046P18|AW048109|BC055759|Mlstd1	fatty acyl CoA reductase 2	protein-coding
34.34-2	chr11	101042941	101043381	+	7573	NA	intron (NM_001362637, intron 15 of 21)	intron (NM_001362637, intron 15 of 21)	12821	NR_105893	102466767		NR_105893	ENSMUSG00000098415	Mir6928	Gm27728|mmu-mir-6928	microRNA 6928	ncRNA
5.71-4	chr1	92730241	92732241	+	7572	NA	Intergenic	Intergenic	-82400	NM_153114	260301	Mm.219545	NM_153114	ENSMUSG00000044055	Otos	OTOSP	otospiralin	protein-coding
16.87	chr19	7228310	7228942	+	7571	NA	intron (NM_027643, intron 6 of 7)	B3A|SINE|B2	-11010	NM_007750	12868	Mm.14022	NM_007750	ENSMUSG00000035885	Cox8a	COX8L	cytochrome c oxidase subunit 8A	protein-coding
31.74-2	chr2	102415412	102416200	+	7570	NA	Intergenic	ID_B1|SINE|B4	-14906	NM_020267	80985	Mm.315002	NM_020267	ENSMUSG00000027189	Trim44	Dipb|Mc7	tripartite motif-containing 44	protein-coding
5.82-7	chr11	92850101	92850606	+	7569	NA	Intergenic	Intergenic	-248013	NM_001361708	72605	Mm.342160	NM_028296	ENSMUSG00000056158	Car10	2700029L05Rik|BB085816|Ca10	carbonic anhydrase 10	protein-coding
16.0-3	chr6	118582601	118583303	+	7568	NA	Intergenic	L1MB7|LINE|L1	-20681	NM_001081112	232339	Mm.276116	NM_001081112	ENSMUSG00000007827	Ankrd26	5730521P14Rik|BC008111|mKIAA1074	ankyrin repeat domain 26	protein-coding
5.83-4	chr18	24162825	24163934	+	7567	NA	Intergenic	MTEa|LTR|ERVL-MaLR	-41560	NM_172625	225280	Mm.258973	NM_172625	ENSMUSG00000047989	Ino80c	D030070L09Rik	INO80 complex subunit C	protein-coding
25.84-2	chr14	106710447	106710780	+	7566	NA	Intergenic	RSINE1|SINE|B4	-224093	NR_045938	73631	Mm.48862	NR_045938	ENSMUSG00000099794	1700128A07Rik	-	RIKEN cDNA 1700128A07 gene	ncRNA
6.01-6	chr10	25304387	25305174	+	7565	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	-5617	NM_018747	432442	Mm.485937	NM_018747	ENSMUSG00000039166	Akap7	6430401D08|AI662165|AKAP15|Akap18|BB170514	A kinase (PRKA) anchor protein 7	protein-coding
34.89-2	chr8	106509404	106509944	+	7564	NA	Intergenic	Intergenic	-1178	NM_007665	12560	Mm.4658	NM_007665	ENSMUSG00000061048	Cdh3	AI385538|Cadp|Cdhp|P-cadherin|Pcad	cadherin 3	protein-coding
10.05-4	chr6	118051347	118054419	+	7563	NA	intron (NM_001362105, intron 2 of 13)	intron (NM_001362105, intron 2 of 13)	-13502	NM_001362103	70727	Mm.87660	NM_027526	ENSMUSG00000030134	Rasgef1a	6330404M18Rik|AI835194	RasGEF domain family, member 1A	protein-coding
5.98-14	chr13	24935724	24936417	+	7562	NA	intron (NM_172532, intron 1 of 9)	MTC|LTR|ERVL-MaLR	-1331	NR_102323	493800	Mm.458692	NR_102323		9330162012Rik	-	cDNA RIKEN 9330162012 gene	ncRNA
7.85-3	chr15	18815909	18816849	+	7561	NA	Intergenic	Intergenic	-2568	NM_001316758	320873	Mm.117794	NM_009865	ENSMUSG00000022321	Cdh10	A830016G23Rik|C030003B10Rik|C030011H18Rik	cadherin 10	protein-coding
7.8-3	chr16	52947974	52949236	+	7560	NA	Intergenic	Intergenic	-132861	NR_040495	73820	Mm.60493	NR_040495	ENSMUSG00000116611	4930404A05Rik	-	RIKEN cDNA 4930404A05 gene	ncRNA
9.96-3	chr1	129979014	129979651	+	7559	NA	intron (NM_172485, intron 15 of 27)	ORR1A0-int|LTR|ERVL-MaLR	-443492	NR_151525	102640368		NR_151525	ENSMUSG00000087691	Gm15674	-	predicted gene 15674	ncRNA
5.92-14	chr10	128402829	128403842	+	7558	NA	intron (NM_001358973, intron 5 of 5)	intron (NM_001358973, intron 5 of 5)	-2111	NM_001136237	72002	Mm.22983	NM_028051	ENSMUSG00000039878	Slc39a5	1810013D05Rik|2010205A06Rik|Zip5	solute carrier family 39 (metal ion transporter), member 5	protein-coding
5.83-3	chr7	28536086	28538838	+	7557	NA	Intergenic	MIRb|SINE|MIR	-3423	NM_026716	68416	Mm.25210	NM_026716	ENSMUSG00000084174	Sycn	0910001K16Rik|1810038B08Rik|SYL	syncollin	protein-coding
8.22-6	chr15	46426690	46427525	+	7556	NA	Intergenic	Intergenic	69072	NR_040451	74726	Mm.78172	NR_040451	ENSMUSG00000115177	4930523O13Rik	4921524H24Rik	RIKEN cDNA 4930523O13 gene	ncRNA
7.95-6	chr17	47013949	47014928	+	7555	NA	Intergenic	RLTR12BD_Mm|LTR|ERVK	-3906	NM_001177374	224826	Mm.28234	NM_146078	ENSMUSG00000023977	Ubr2	9930021A08Rik|AI462103|AW540746|E130209G04Rik|mKIAA0349	ubiquitin protein ligase E3 component n-recognin 2	protein-coding
14.14-2	chr5	34517620	34518551	+	7554	NA	Intergenic	Intergenic	-4106	NM_139064	231130	Mm.28615	NM_139064	ENSMUSG00000059866	Tnip2	1810020H16Rik|ABIN-2|AI428870	TNFAIP3 interacting protein 2	protein-coding
6.84-12	chr17	29711813	29713645	+	7553	NA	intron (NM_001163741, intron 1 of 4)	intron (NM_001163741, intron 1 of 4)	4288	NM_026782	68597	Mm.390979	NM_026782	ENSMUSG00000024018	Ccdc167	1110021J02Rik	coiled-coil domain containing 167	protein-coding
15.94-3	chr19	47733656	47734509	+	7552	NA	intron (NM_026377, intron 3 of 3)	intron (NM_026377, intron 3 of 3)	2326	NM_026377	67788	Mm.181610	NM_026377	ENSMUSG00000025066	Sfr1	6330577E15Rik|Meir5	SWI5 dependent recombination repair 1	protein-coding
6.05-6	chr1	130236681	130238669	+	7551	NA	Intergenic	Intergenic	-185149	NR_151525	102640368		NR_151525	ENSMUSG00000087691	Gm15674	-	predicted gene 15674	ncRNA
7.99-11	chr1	89607151	89607514	+	7550	NA	intron (NM_001037136, intron 2 of 16)	intron (NM_001037136, intron 2 of 16)	76560	NR_015540	74403	Mm.444291	NR_015540		4933400F21Rik	1700091C04Rik|4930565K10Rik	RIKEN cDNA 4933400F21 gene	ncRNA
13.68-4	chr13	116585154	116586223	+	7549	NA	Intergenic	Intergenic	252490	NR_153406	74680	Mm.488118	NR_153406	ENSMUSG00000114290	4930435F18Rik	-	RIKEN cDNA 4930435F18 gene	ncRNA
